quote,tags
المهزوم اذا ابتسم ، افقد المنتصر لذة الفوز .,['حرب']
ذكر الله عز وجل في ساعة خشوع يمسح عنا غبار الحياة اليومية .,['خواطر']
هذا امتياز الصداقة للتحدث عن الهراء ، واحترام هرائها.,"['صداقة', 'هرا']"
أنا بدس ، وأدرك أنك بدس أيضًا.,['سيمون']
هناك فرق كبير بين التراجع و الهروب .,['أخرى']
فـي اختلاف الأصـدقاء شماتة الأعـداء ، و فـي اختلاف الإخـوة فرصة المتربصين ، و في اختلاف أصحاب الحق فرصة للمبطلين .,['صداقة']
ظلام الليل كله لا يستطيع أن يطفئ نور شمعة . لكنه يستطيع ذلك اذا تحالف مع هبة ريـح .,['حياة']
فكل دقيقة تغضب فيها تخسر ستين ثانية من السعادة.,['سعادة']
يمكننا أن نعرف فقط أننا لا نعرف شيئًا. وهذه هي أعلى درجات الحكمة البشرية .,"['الإنسانية', 'الحكمة']"
التعاسة هي عدم معرفة مانريده في الحياة والاستماتة في سبيل الوصول إلى هذا الذي لانعرفه.,"['تفكير،', 'تغيير']"
السؤال ليس ما تنظر إليه ، ولكن ما تراه.,['ملهم']
يظن كثير من رجال الادارة أن العلاقات الإنسانية فصل في كتاب تنظيم العمل ، و هم مخطئون في هذا ، فالعلاقات الإنسانية هي كل الكتاب .,"['تنمية', 'الذات،', 'تحفيز']"
هل يمكنني مساعدتك بشيء ما؟ تحولت كلاري إلى خائن فوري ضد جنسها. هؤلاء الفتيات على الجانب الآخر من السيارة يحدقون فيك. افترض جيس جوًا من الإشباع اللطيف. بالطبع هم كذلك. ، أنا جذابة بشكل مذهل.,"['مدينة', 'العظام', 'كلاري']"
الكتاب الجيد التكوين هو سجادة سحرية نتنقل فيها إلى عالم لا يمكننا دخوله بأي طريقة أخرى.,"['كتب', 'خيال', 'كتابة']"
نصرة الحق شرف، ونصرة الباطل سرف.,['حرية']
أسرع طريقة لانهاء الحرب هي ان تخسرها .,['حرب']
المواقف الإيجابية تجاه الحياة ، تصنع أشخاصاً إيجابيين .,['إدارة']
أحياناً يقول الأطفال كلمات لا تعجبنا .. نحن نطقنا بها أمامهم .,"['أبا', 'أبنا']"
من يقل الحقيقة عليه أن يتوقع الطرد من تسع مدن.,['أمثال']
الطريقة الوحيدة لاكتشاف حـدود الممكن هي تخطي هذه الحدود قليلا إلى المستحيل .,"['تفكير،', 'تغيير']"
الحق يحتاج إلى رجلين .. رجل ينطق به و رجل يفهمه .,['أخرى']
ليس هناك أي وقت متأخر لبداية تحقيق ما تريده، ابدأ من أي نقطة.,"['طموح،', 'نجاح']"
ربما لا يوجد أيام عشناها في طفولتنا بكل ما للكلمة من معنى كتلك التي عشناها مع كتابنا المفضل.,"['علم،', 'معرفة']"
احذر من تحتقره.,['أمثال']
الاقتباس هو بديل صالح للذكاء.,"['الذكا', 'الاقتباس', 'الذكا']"
ثم فعلت ما كنت أعرف كيف أفعله. الآن بعد أن عرفت بشكل أفضل ، أفعل ما هو أفضل .,"['منسوب', 'تعليم', 'ذكا']"
لا تتكلم عن المجتمع بلهجة غير محترمة ، فهذا دليل عجز عن دخوله .,['خواطر']
إن تعليم القراءة و الكتابة ممل بعض الشئ ، فعلى المعلم أن يخفف هذا الملل باصطناعه طرقا مشوقة .,"['علم،', 'معرفة']"
عندما تساقط الثلوج وتهب الرياح البيضاء ، يموت الذئب الوحيد ولكن القطيع ينجو.,"['صداقة', 'وحدة']"
العالم هو مجموع الحقائق وليس الأشياء.,['حقيقة']
عدم الإحساس بالمسؤولية هو السبب في الفشل، فكل واحد ينتظر أن يبدأ غيره.,"['تفكير،', 'تغيير']"
بيت لا يذكر فيه اسم الله تعالى ... لا روح فيه .,['تأملات']
يمكن أن أتغير بما يحدث لي. لكني أرفض أن أكون أقل من ذلك. (الاقتباس الخاطئ الشائع لا يجوز لك التحكم في جميع الأحداث التي تحدث لك ، ولكن يمكنك أن تقرر عدم التقليل منها.),"['نفسك', 'إلهام', 'اقتباس']"
التحدي الذي يواجه كل ثـقافة يكمن في محافظتها علـى تماسكها الخاص و توازنها الذاتي أثناء تلبيتها لمطلبي الثبات و التغير في المعترك الحضاري .. هـذا في الحقيقة مشروط بوعي أهل الثـقافة في المبادئ و الأصول الكبرى التي تشكل البنـى العميقة للثقافة .,"['دروس،', 'اسلام']"
النجاح هو محصلة مجموعة من المجهودات الصغيره التي تتكرر كل يوم.,"['طموح،', 'نجاح']"
لا وجود لمشاكل يتعذر حلها ، و لكن هناك مشاكل مطروحة بشكل سئ .,['مشاكل،حلول']
خذوا منا كل مصانعنا و آلاتنا و اتركوا لنا ادارتنا المنظمة لا غير ، و في ظرف أربع سنوات سوف نسترد مجدنا كاملاً .,"['رجال', 'أعمال']"
بعثرة الاصدقاء اكثر حمقاً من بعثرة المال .,['صداقة']
إنظر إلى الإنسان كما هو ، لا كما كان .,['أمثال']
الخيال هروب من الواقع ، وهذا هو مجدها. إذا كان الجندي مسجونًا من قبل العدو ، ألا نعتبر الهروب من واجبه؟. . . إذا كنا نقدر حرية العقل والروح ، إذا كنا من أنصار الحرية ، فمن واجبنا الواضح أن نهرب ، وأن نأخذ أكبر عدد ممكن من الناس معنا!,"['خيال', 'أدب', 'فلسفة']"
يأتي وقت يتعين فيه على المرء أن يتخذ موقفاً ليس آمناً ولا سياسياً ولا يحظى بشعبية ، لكن عليه أن يتخذه لأن الضمير يخبره أنه على صواب.,"['الضمير', 'السياسة', 'الحق']"
هذه بلادي لي بها نخلة .. و قطرة في السحاب .. و قبر يحتويني .. هي عندي أجمل من مدن الضباب .. من مدن لا تعرفني .. أجوب الشوارع فيها وحيداً .,['خواطر']
تكون الحكمة في اكتشاف مفاتيح السعادة .,['سعادة']
أخوك من صدقك النصيحة .,['أخرى']
يكفي ان تـدق الباب أو تطل بوجهك من النافذة .. لا حاجة بك الى اللف والدوران .,['أخرى']
للحضارة قواعد أكثر مما يجب ، لذا فقد فعلت ما بوسعي لإعادة كتابتها .,['خواطر']
إلى أن كنت أخشى أن أفقدها ، لم أحب القراءة أبدًا. لا يحب المرء التنفس .,['قرا']
ما هذا الشعور عندما تقود بعيدًا عن الناس ويتراجعون في السهل حتى ترى بقعهم تتشتت؟ - إنه العالم الضخم الذي يقفز علينا ، وداعًا. لكننا نميل إلى المشروع المجنون التالي تحت السماء .,"['مغامرة', 'وداع', 'سفر']"
وعندما تجد أخيرًا شخصًا تشعر أنه يمكنك أن تصب روحك إليه ، تتوقف في حالة صدمة عند الكلمات التي تنطقها - فهي صدئة جدًا ، وقبيحة جدًا ، ولا معنى لها وضعيفة بحيث لا يتم إبقائها في الظلام الضيق الضيق بداخلك لفترة طويلة .,"['أسرار', 'أسرار', 'أسرار']"
أنت تعرف ما هو السحر: طريقة للحصول على الإجابة بنعم دون طرح أي سؤال واضح.,['رومانسي']
قبل كل شيء ، كن بطلة حياتك ، وليس الضحية.,"['الشجاعة', 'التمكين', 'تقرير']"
الحذر ليس بجبن ، كما ان التهور ليس بشجاعة .,"['تميز،', 'شجاعة']"
المرأة مثل كيس الشاي. أنت لا تعرف أبدًا مدى قوتها حتى تصبح في الماء الساخن .,"['أخطأ', 'نسب', 'إليانور']"
النصائح الجيدة تخترق قلب العاقل و تجتاز اذن الجاهل .,['أمثال']
صاحب الفراسة يميز الناس بعقله لا بعينه .,"['حوار،', 'تعامل']"
تحصل على اغلب ما تريد من الناس العاديين عن طريق تنظيمهم .,['قيادة']
السعادة هي حمل شخص ما بين ذراعيك ومعرفة أنك تحمل العالم كله.,['السعادة']
قبل ان تبدأ حـواراً مع أحد الاشخاص ، عليك أولاً أن تتحرى الكلمات و المفردات المشتركة بينكما لاستخدامها عندما تتحدث اليه .. و بخلاف ذلك ستكون لغة الحوار مفقودة بينكما .,"['حوار،', 'تعامل']"
السكين الحادة جداً تجرح غمدها .,['أمثال']
اي شخص يتوقف عن التعلم هو عجوز سواء كان فى العشرين او الثمانين.,"['علم،', 'معرفة']"
